Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778875186,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1778875187,5,,Aggregated,0.000000,0.000000,370,390,390,400,400,400,400,400,400,400,400,5,0,370,361.77662478294224,299.5065830182284,398.1652919901535,776.2
1778875188,10,,Aggregated,0.000000,0.000000,180,220,350,370,390,400,400,400,400,400,400,15,7,180,211.30054165842012,69.77449997793883,398.1652919901535,564.6666666666666
1778875189,15,,Aggregated,0.000000,0.000000,87,91,180,200,350,390,400,400,400,400,400,33,25,87,111.05154029792175,2.9290830134414136,398.1652919901535,351.6363636363636
1778875190,20,,Aggregated,2.500000,0.000000,6,87,91,170,300,370,400,400,400,400,400,50,42,5,74.72671825671569,2.274958009365946,398.1652919901535,265.4
1778875191,20,,Aggregated,5.000000,2.333333,4,6,87,91,200,350,390,400,400,400,400,65,57,4,58.30650059685398,2.274958009365946,398.1652919901535,226.76923076923077
1778875192,20,,Aggregated,9.750000,7.750000,4,4,7,87,180,300,390,400,400,400,400,83,75,4,46.44289152929559,2.274958009365946,398.1652919901535,198.84337349397592
1778875194,20,,Aggregated,10.200000,8.600000,4,4,6,70,170,300,390,400,400,400,400,99,91,4,39.480749564127755,2.274958009365946,398.1652919901535,182.54545454545453
1778875195,20,,Aggregated,10.833333,9.500000,4,4,4,6,91,220,370,390,400,400,400,111,103,4,35.60168992702824,1.6518750344403088,398.1652919901535,173.40540540540542
1778875196,20,,Aggregated,11.857143,10.714286,4,4,4,5,90,200,370,390,400,400,400,132,124,4,30.54266507520383,1.4073749771341681,398.1652919901535,161.4090909090909
1778875197,20,,Aggregated,12.375000,11.375000,4,4,4,5,89,180,370,390,400,400,400,146,138,4,27.955438910221222,1.4073749771341681,398.1652919901535,155.32876712328766
1778875198,20,,Aggregated,12.333333,11.444444,4,4,4,4,87,180,350,390,400,400,400,162,154,4,25.550699566439206,1.4073749771341681,398.1652919901535,149.66666666666666
1778875199,20,,Aggregated,13.200000,12.400000,4,4,4,4,83,180,350,390,400,400,400,178,170,4,23.555335656771163,1.4073749771341681,398.1652919901535,145.02247191011236
1778875200,20,,Aggregated,14.600000,13.800000,4,4,4,4,70,170,350,390,400,400,400,197,189,4,21.65098834592556,1.4073749771341681,398.1652919901535,140.48730964467006
1778875201,20,,Aggregated,15.700000,15.400000,4,4,4,4,6,92,300,370,400,400,400,214,206,4,20.228184948927748,1.4073749771341681,398.1652919901535,137.11214953271028
1778875202,20,,Aggregated,16.300000,16.300000,4,4,4,4,6,91,300,370,400,400,400,228,220,4,19.23848023248036,1.4073749771341681,398.1652919901535,134.71052631578948
1778875203,20,,Aggregated,16.300000,16.300000,4,4,4,4,6,91,300,370,400,400,400,246,238,4,18.12214445989064,1.4073749771341681,398.1652919901535,132.02439024390245
1778875204,20,,Aggregated,16.300000,16.300000,4,4,4,4,6,90,220,370,400,400,400,262,254,4,17.240874191127602,1.4073749771341681,398.1652919901535,129.94656488549617
1778875205,20,,Aggregated,16.300000,16.300000,4,4,4,4,6,90,220,370,400,400,400,272,264,4,16.728124217265492,1.4073749771341681,398.1652919901535,128.77205882352942
1778875206,20,,Aggregated,16.200000,16.200000,4,4,4,4,5,89,220,370,400,400,400,291,283,4,15.825423963097503,1.4073749771341681,398.1652919901535,126.76288659793815
1778875207,20,,Aggregated,16.100000,16.100000,4,4,4,4,5,89,200,350,400,400,400,306,298,4,15.20757216030391,1.4073749771341681,398.1652919901535,125.3529411764706
1778875208,20,,Aggregated,15.900000,15.900000,4,4,4,4,5,87,200,350,400,400,400,322,314,4,14.61134368036035,1.4073749771341681,398.1652919901535,123.99378881987577
1778875209,20,,Aggregated,15.900000,15.900000,4,4,4,4,5,87,200,350,400,400,400,334,326,4,14.217790925155901,1.4073749771341681,398.1652919901535,123.05988023952096
1778875210,20,,Aggregated,15.900000,15.900000,4,4,4,4,5,83,180,350,400,400,400,357,349,4,13.551255484915101,1.4073749771341681,398.1652919901535,121.4453781512605
1778875211,20,,Aggregated,15.500000,15.500000,4,4,4,4,5,73,180,350,400,400,400,372,364,4,13.161741373922816,1.4073749771341681,398.1652919901535,120.5
1778875212,20,,Aggregated,15.900000,15.900000,4,4,4,4,5,70,180,350,400,400,400,389,381,4,12.75513742201672,1.4073749771341681,398.1652919901535,119.51670951156812
1778875213,20,,Aggregated,15.600000,15.600000,4,4,4,4,5,7,180,300,400,400,400,407,399,4,12.335205356549261,1.4073749771341681,398.1652919901535,118.56511056511056
1778875214,20,,Aggregated,16.000000,16.000000,4,4,4,4,5,7,180,300,400,400,400,423,415,4,12.008993296353388,1.4073749771341681,398.1652919901535,117.7872340425532
1778875215,20,,Aggregated,16.000000,16.000000,4,4,4,4,5,7,180,300,400,400,400,436,428,4,11.762494448152662,1.4073749771341681,398.1652919901535,117.19724770642202
1778875216,20,,Aggregated,15.900000,15.900000,4,4,4,4,5,6,170,300,400,400,400,455,447,4,11.412449533140267,1.4073749771341681,398.1652919901535,116.3956043956044
1778875217,20,,Aggregated,16.300000,16.300000,4,4,4,4,5,6,170,300,400,400,400,466,458,4,11.23536676540671,1.4073749771341681,398.1652919901535,115.96137339055794
1778875218,20,,Aggregated,16.200000,16.200000,4,4,4,4,5,6,170,300,400,400,400,483,475,4,10.966584963992037,1.4073749771341681,398.1652919901535,115.32919254658385
1778875219,20,,Aggregated,16.200000,16.200000,4,4,4,4,5,6,170,300,400,400,400,496,488,4,10.782486043383194,1.4073749771341681,398.1652919901535,114.875
1778875220,20,,Aggregated,16.000000,16.000000,4,4,4,4,5,90,250,320,400,400,400,510,490,4,16.77289443426108,1.4073749771341681,398.1652919901535,129.37843137254902
1778875221,20,,Aggregated,16.300000,16.300000,4,4,4,4,6,91,250,320,400,400,400,528,506,4,18.191059652246732,1.4073749771341681,398.1652919901535,134.45075757575756
1778875222,20,,Aggregated,15.100000,14.000000,4,4,4,4,6,90,250,320,400,400,400,541,519,4,17.852681444083338,1.4073749771341681,398.1652919901535,133.57486136783734
1778875223,20,,Aggregated,15.500000,14.100000,4,4,4,4,5,90,240,320,400,400,400,559,537,4,17.40297315609333,1.4073749771341681,398.1652919901535,132.42933810375672
1778875224,20,,Aggregated,15.200000,13.800000,4,4,4,4,5,89,240,320,400,400,400,572,550,4,17.0916206945447,1.4073749771341681,398.1652919901535,131.64685314685315
1778875225,20,,Aggregated,15.100000,13.700000,4,4,4,4,5,89,240,320,400,400,400,593,571,4,16.613189285325788,1.4073749771341681,398.1652919901535,130.45531197301855
1778875226,20,,Aggregated,14.900000,13.500000,4,4,4,4,5,87,240,300,400,400,400,605,583,4,16.356703922660515,1.4073749771341681,398.1652919901535,129.81157024793387
1778875227,20,,Aggregated,15.600000,14.200000,4,4,4,4,5,86,240,300,400,400,400,621,599,4,16.027762878243024,1.4073749771341681,398.1652919901535,128.99194847020934
